Species,Official gene symbol,Product type,Product description,UI
Mus musculus,TRAPPC5,protein-coding gene,trafficking protein particle complex 5,0.049
Mus musculus,ASAP1,protein-coding gene,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1",0.049
Mus musculus,ATP6V1G2,protein-coding gene,ATPase H+ transporting V1 subunit G2,0.049
Mus musculus,BC003965,protein coding gene,cDNA sequence BC003965,0.049
Mus musculus,DNAJC19-PS,,,0.049
Mus musculus,MPDU1,protein-coding gene,mannose-P-dolichol utilization defect 1,0.049
Mus musculus,RP23-175J8.3,,,0.049
Mus musculus,RP23-346N8.2,,,0.049
Mus musculus,APBB1IP,protein-coding gene,amyloid beta precursor protein binding family B member 1 interacting protein,0.048
Mus musculus,CAV2,protein-coding gene,caveolin 2,0.048
Mus musculus,CYTIP,protein-coding gene,cytohesin 1 interacting protein,0.048
Mus musculus,DLEU2,non-coding RNA,deleted in lymphocytic leukemia 2,0.048
Mus musculus,EIF4EBP2,protein-coding gene,eukaryotic translation initiation factor 4E binding protein 2,0.048
Mus musculus,ETNK1,protein-coding gene,ethanolamine kinase 1,0.048
Mus musculus,NDUFAF4,protein-coding gene,NADH:ubiquinone oxidoreductase complex assembly factor 4,0.048
Mus musculus,PFKP,protein-coding gene,"phosphofructokinase, platelet",0.048
Mus musculus,SETD3,protein-coding gene,SET domain containing 3,0.048
Mus musculus,SMCO4,protein-coding gene,single-pass membrane protein with coiled-coil domains 4,0.048
Mus musculus,SPP1,protein-coding gene,secreted phosphoprotein 1,0.048
Mus musculus,TM2D3,protein-coding gene,TM2 domain containing 3,0.048
Mus musculus,TVP23B,protein-coding gene,trans-golgi network vesicle protein 23 homolog B,0.048
Mus musculus,ADD3,protein-coding gene,adducin 3,0.048
Mus musculus,HIST1H1E,protein-coding gene,histone cluster 1 H1 family member e,0.048
Mus musculus,CENPE,protein-coding gene,centromere protein E,0.048
Mus musculus,CYFIP1,protein-coding gene,cytoplasmic FMR1 interacting protein 1,0.048
Mus musculus,LAMC1,protein-coding gene,laminin subunit gamma 1,0.048
Mus musculus,MEX3A,protein-coding gene,mex-3 RNA binding family member A,0.048
Mus musculus,PVRL2,,,0.048
Mus musculus,RP23-211B19.2,,,0.048
Mus musculus,SYP,protein-coding gene,synaptophysin,0.048
Mus musculus,ATP8A1,protein-coding gene,ATPase phospholipid transporting 8A1,0.048
Mus musculus,AVPI1,protein-coding gene,arginine vasopressin induced 1,0.048
Mus musculus,CHP1,protein-coding gene,calcineurin like EF-hand protein 1,0.048
Mus musculus,PTPRE,protein-coding gene,"protein tyrosine phosphatase, receptor type E",0.048
Mus musculus,SERPING1,protein-coding gene,serpin family G member 1,0.048
Mus musculus,WDR18,protein-coding gene,WD repeat domain 18,0.048
Mus musculus,AC122291.2,,,0.048
Mus musculus,QARS,protein-coding gene,glutaminyl-tRNA synthetase,0.048
Mus musculus,VARS,protein-coding gene,valyl-tRNA synthetase,0.048
Mus musculus,DDX18,protein-coding gene,DEAD-box helicase 18,0.048
Mus musculus,DNM2,protein-coding gene,dynamin 2,0.048
Mus musculus,HCST,protein-coding gene,hematopoietic cell signal transducer,0.048
Mus musculus,LSM3,protein-coding gene,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated",0.048
Mus musculus,RPL10-PS6,,,0.048
Mus musculus,CBX3,protein-coding gene,chromobox 3,0.048
Mus musculus,SLC12A5,protein-coding gene,solute carrier family 12 member 5,0.047
Mus musculus,KLF5,protein-coding gene,Kruppel like factor 5,0.047
Mus musculus,GPATCH8,protein-coding gene,G-patch domain containing 8,0.047
Mus musculus,PPP1R18,protein-coding gene,protein phosphatase 1 regulatory subunit 18,0.047
Mus musculus,CDC34,protein-coding gene,cell division cycle 34,0.047
Mus musculus,AC092855.1,,,0.047
Mus musculus,ARCN1,protein-coding gene,archain 1,0.047
Mus musculus,CAPN2,protein-coding gene,calpain 2,0.047
Mus musculus,CDH1,protein-coding gene,cadherin 1,0.047
Mus musculus,ENG,protein-coding gene,endoglin,0.047
Mus musculus,IDNK,protein-coding gene,"IDNK, gluconokinase",0.047
Mus musculus,IL11RA1,protein coding gene,"interleukin 11 receptor, alpha chain 1",0.047
Mus musculus,MNDAL,protein coding gene,myeloid nuclear differentiation antigen like,0.047
Mus musculus,NDUFAF3,protein-coding gene,NADH:ubiquinone oxidoreductase complex assembly factor 3,0.047
Mus musculus,NUS1,protein-coding gene,"NUS1, dehydrodolichyl diphosphate synthase subunit",0.047
Mus musculus,PHPT1,protein-coding gene,phosphohistidine phosphatase 1,0.047
Mus musculus,STARD10,protein-coding gene,StAR related lipid transfer domain containing 10,0.047
Mus musculus,STK11,protein-coding gene,serine/threonine kinase 11,0.047
Mus musculus,CAMK2D,protein-coding gene,calcium/calmodulin dependent protein kinase II delta,0.047
Mus musculus,DRAM2,protein-coding gene,DNA damage regulated autophagy modulator 2,0.047
Mus musculus,EML4,protein-coding gene,echinoderm microtubule associated protein like 4,0.047
Mus musculus,HBA-A2,protein coding gene,"hemoglobin alpha, adult chain 2",0.047
Mus musculus,HJURP,protein-coding gene,Holliday junction recognition protein,0.047
Mus musculus,INCENP,protein-coding gene,inner centromere protein,0.047
Mus musculus,KNSTRN,protein-coding gene,kinetochore localized astrin (SPAG5) binding protein,0.047
Mus musculus,NDUFAF2,protein-coding gene,NADH:ubiquinone oxidoreductase complex assembly factor 2,0.047
Mus musculus,NUSAP1,protein-coding gene,nucleolar and spindle associated protein 1,0.047
Mus musculus,OLFML3,protein-coding gene,olfactomedin like 3,0.047
Mus musculus,PAX6,protein-coding gene,paired box 6,0.047
Mus musculus,RBM18,protein-coding gene,RNA binding motif protein 18,0.047
Mus musculus,RP23-54G8.1,,,0.047
Mus musculus,RPA2,protein-coding gene,replication protein A2,0.047
Mus musculus,SGIP1,protein-coding gene,SH3 domain GRB2 like endophilin interacting protein 1,0.047
Mus musculus,ST3GAL6,protein-coding gene,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6",0.047
Mus musculus,PRKAR1B,protein-coding gene,protein kinase cAMP-dependent type I regulatory subunit beta,0.047
Mus musculus,RP23-311B24.6,,,0.047
Mus musculus,ATP2B2,protein-coding gene,ATPase plasma membrane Ca2+ transporting 2,0.047
Mus musculus,ATP6V0A1,protein-coding gene,ATPase H+ transporting V0 subunit a1,0.047
Mus musculus,DNM1L,protein-coding gene,dynamin 1 like,0.047
Mus musculus,MCFD2,protein-coding gene,multiple coagulation factor deficiency 2,0.047
Mus musculus,NAPB,protein-coding gene,NSF attachment protein beta,0.047
Mus musculus,RIOK3,protein-coding gene,RIO kinase 3,0.047
Mus musculus,AK3,protein-coding gene,adenylate kinase 3,0.046
Mus musculus,ANXA4,protein-coding gene,annexin A4,0.046
Mus musculus,CD14,protein-coding gene,CD14 molecule,0.046
Mus musculus,CHMP6,protein-coding gene,charged multivesicular body protein 6,0.046
Mus musculus,FHL1,protein-coding gene,four and a half LIM domains 1,0.046
Mus musculus,GGH,protein-coding gene,gamma-glutamyl hydrolase,0.046
Mus musculus,H2-Q4,protein coding gene,"histocompatibility 2, Q region locus 4",0.046
Mus musculus,MSRA,protein-coding gene,methionine sulfoxide reductase A,0.046
Mus musculus,PBXIP1,protein-coding gene,PBX homeobox interacting protein 1,0.046
Mus musculus,RP23-70J9.6,,,0.046
Mus musculus,BAZ1A,protein-coding gene,bromodomain adjacent to zinc finger domain 1A,0.046
Mus musculus,SHTN1,protein-coding gene,shootin 1,0.046
Mus musculus,ARPP21,protein-coding gene,cAMP regulated phosphoprotein 21,0.046
Mus musculus,CPNE3,protein-coding gene,copine 3,0.046
Mus musculus,DLK1,protein-coding gene,delta like non-canonical Notch ligand 1,0.046
Mus musculus,EMP2,protein-coding gene,epithelial membrane protein 2,0.046
Mus musculus,FAM210B,protein-coding gene,family with sequence similarity 210 member B,0.046
Mus musculus,GNB4,protein-coding gene,G protein subunit beta 4,0.046
Mus musculus,LRP4,protein-coding gene,LDL receptor related protein 4,0.046
Mus musculus,MGAT5,protein-coding gene,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase",0.046
Mus musculus,MGEA5,protein coding gene,meningioma expressed antigen 5 (hyaluronidase),0.046
Mus musculus,MYCL,protein-coding gene,"MYCL proto-oncogene, bHLH transcription factor",0.046
Mus musculus,PLA2G7,protein-coding gene,phospholipase A2 group VII,0.046
Mus musculus,RAB1B,protein-coding gene,"RAB1B, member RAS oncogene family",0.046
Mus musculus,SH3KBP1,protein-coding gene,SH3 domain containing kinase binding protein 1,0.046
Mus musculus,THOC3,protein-coding gene,THO complex 3,0.046
Mus musculus,VRK1,protein-coding gene,vaccinia related kinase 1,0.046
Mus musculus,XPNPEP1,protein-coding gene,X-prolyl aminopeptidase 1,0.046
Mus musculus,MMP14,protein-coding gene,matrix metallopeptidase 14,0.046
Mus musculus,AKAP11,protein-coding gene,A-kinase anchoring protein 11,0.046
Mus musculus,ASNSD1,protein-coding gene,asparagine synthetase domain containing 1,0.046
Mus musculus,CRELD2,protein-coding gene,cysteine rich with EGF like domains 2,0.046
Mus musculus,ELOVL5,protein-coding gene,ELOVL fatty acid elongase 5,0.046
Mus musculus,MRPS10,protein-coding gene,mitochondrial ribosomal protein S10,0.046
Mus musculus,PCYT2,protein-coding gene,"phosphate cytidylyltransferase 2, ethanolamine",0.046
Mus musculus,RBFA,protein-coding gene,ribosome binding factor A,0.046
Mus musculus,SMAP2,protein-coding gene,small ArfGAP2,0.046
Mus musculus,VSNL1,protein-coding gene,visinin like 1,0.046
Mus musculus,CADM2,protein-coding gene,cell adhesion molecule 2,0.046
Mus musculus,CPOX,protein-coding gene,coproporphyrinogen oxidase,0.046
Mus musculus,PCBP2,protein-coding gene,poly(rC) binding protein 2,0.046
Mus musculus,RP23-152G20.2,,,0.046
Mus musculus,RP23-98C9.8,,,0.046
Mus musculus,SYNE1,protein-coding gene,spectrin repeat containing nuclear envelope protein 1,0.046
Mus musculus,ABCE1,protein-coding gene,ATP binding cassette subfamily E member 1,0.045
Mus musculus,BRI3BP,protein-coding gene,BRI3 binding protein,0.045
Mus musculus,EFCAB14,protein-coding gene,EF-hand calcium binding domain 14,0.045
Mus musculus,RABGAP1L,protein-coding gene,RAB GTPase activating protein 1 like,0.045
Mus musculus,SEC31A,protein-coding gene,"SEC31 homolog A, COPII coat complex component",0.045
Mus musculus,NKTR,protein-coding gene,natural killer cell triggering receptor,0.045
Mus musculus,SDE2,protein-coding gene,SDE2 telomere maintenance homolog,0.045
Mus musculus,DHX36,protein-coding gene,DEAH-box helicase 36,0.045
Mus musculus,STK24,protein-coding gene,serine/threonine kinase 24,0.045
Mus musculus,GIMAP1,protein-coding gene,"GTPase, IMAP family member 1",0.045
Mus musculus,GINM1,protein-coding gene,glycoprotein integral membrane 1,0.045
Mus musculus,HBEGF,protein-coding gene,heparin binding EGF like growth factor,0.045
Mus musculus,IL10RB,protein-coding gene,interleukin 10 receptor subunit beta,0.045
Mus musculus,KCNJ10,protein-coding gene,potassium voltage-gated channel subfamily J member 10,0.045
Mus musculus,MYO6,protein-coding gene,myosin VI,0.045
Mus musculus,SMIM4,protein-coding gene,small integral membrane protein 4,0.045
Mus musculus,SP100,protein-coding gene,SP100 nuclear antigen,0.045
Mus musculus,TINAGL1,protein-coding gene,tubulointerstitial nephritis antigen like 1,0.045
Mus musculus,VAMP5,protein-coding gene,vesicle associated membrane protein 5,0.045
Mus musculus,SNX10,protein-coding gene,sorting nexin 10,0.045
Mus musculus,BCAN,protein-coding gene,brevican,0.045
Mus musculus,CDIP1,protein-coding gene,cell death inducing p53 target 1,0.045
Mus musculus,CHST2,protein-coding gene,carbohydrate sulfotransferase 2,0.045
Mus musculus,DAB1,protein-coding gene,"DAB1, reelin adaptor protein",0.045
Mus musculus,EFNB3,protein-coding gene,ephrin B3,0.045
Mus musculus,LCMT1,protein-coding gene,leucine carboxyl methyltransferase 1,0.045
Mus musculus,LRRC16A,,,0.045
Mus musculus,MED19,protein-coding gene,mediator complex subunit 19,0.045
Mus musculus,MLC1,protein-coding gene,megalencephalic leukoencephalopathy with subcortical cysts 1,0.045
Mus musculus,PKIA,protein-coding gene,cAMP-dependent protein kinase inhibitor alpha,0.045
Mus musculus,POLR3H,protein-coding gene,RNA polymerase III subunit H,0.045
Mus musculus,RALGPS2,protein-coding gene,Ral GEF with PH domain and SH3 binding motif 2,0.045
Mus musculus,RCOR2,protein-coding gene,REST corepressor 2,0.045
Mus musculus,SSBP2,protein-coding gene,single stranded DNA binding protein 2,0.045
Mus musculus,SULF2,protein-coding gene,sulfatase 2,0.045
Mus musculus,COL6A1,protein-coding gene,collagen type VI alpha 1 chain,0.045
Mus musculus,SYNGR3,protein-coding gene,synaptogyrin 3,0.045
Mus musculus,ALG5,protein-coding gene,"ALG5, dolichyl-phosphate beta-glucosyltransferase",0.045
Mus musculus,ATAD1,protein-coding gene,"ATPase family, AAA domain containing 1",0.045
Mus musculus,EFR3A,protein-coding gene,EFR3 homolog A,0.045
Mus musculus,FAM213B,protein-coding gene,family with sequence similarity 213 member B,0.045
Mus musculus,KIF5A,protein-coding gene,kinesin family member 5A,0.045
Mus musculus,NIP7,protein-coding gene,"NIP7, nucleolar pre-rRNA processing protein",0.045
Mus musculus,PCDH17,protein-coding gene,protocadherin 17,0.045
Mus musculus,RP24-324P21.9,,,0.045
Mus musculus,SH3GLB2,protein-coding gene,"SH3 domain containing GRB2 like, endophilin B2",0.045
Mus musculus,AC121575.1,,,0.044
Mus musculus,ADAMTS1,protein-coding gene,ADAM metallopeptidase with thrombospondin type 1 motif 1,0.044
Mus musculus,ADGRF5,protein-coding gene,adhesion G protein-coupled receptor F5,0.044
Mus musculus,BCKDK,protein-coding gene,branched chain ketoacid dehydrogenase kinase,0.044
Mus musculus,BOD1,protein-coding gene,biorientation of chromosomes in cell division 1,0.044
Mus musculus,CCNL2,protein-coding gene,cyclin L2,0.044
Mus musculus,CRLF2,protein-coding gene,cytokine receptor like factor 2,0.044
Mus musculus,DDR1,protein-coding gene,discoidin domain receptor tyrosine kinase 1,0.044
Mus musculus,DLC1,protein-coding gene,DLC1 Rho GTPase activating protein,0.044
Mus musculus,ERBB2IP,,,0.044
Mus musculus,FLT1,protein-coding gene,fms related tyrosine kinase 1,0.044
Mus musculus,ITGB5,protein-coding gene,integrin subunit beta 5,0.044
Mus musculus,MYO10,protein-coding gene,myosin X,0.044
Mus musculus,PECAM1,protein-coding gene,platelet and endothelial cell adhesion molecule 1,0.044
Mus musculus,PTPN11,protein-coding gene,"protein tyrosine phosphatase, non-receptor type 11",0.044
Mus musculus,RCAN2,protein-coding gene,regulator of calcineurin 2,0.044
Mus musculus,RP23-465K20.3,,,0.044
Mus musculus,SMIM12,protein-coding gene,small integral membrane protein 12,0.044
Mus musculus,TMEM238,protein-coding gene,transmembrane protein 238,0.044
Mus musculus,TNS1,protein-coding gene,tensin 1,0.044
Mus musculus,TSPAN15,protein-coding gene,tetraspanin 15,0.044
Mus musculus,TST,protein-coding gene,thiosulfate sulfurtransferase,0.044
Mus musculus,TWF2,protein-coding gene,twinfilin actin binding protein 2,0.044
Mus musculus,BOK,protein-coding gene,"BOK, BCL2 family apoptosis regulator",0.044
Mus musculus,CASC4,protein-coding gene,cancer susceptibility 4,0.044
Mus musculus,CLDN5,protein-coding gene,claudin 5,0.044
Mus musculus,DDX50,protein-coding gene,DExD-box helicase 50,0.044
Mus musculus,DNAJC10,protein-coding gene,DnaJ heat shock protein family (Hsp40) member C10,0.044
Mus musculus,DNMT1,protein-coding gene,DNA methyltransferase 1,0.044
Mus musculus,HNRNPLL,protein-coding gene,heterogeneous nuclear ribonucleoprotein L like,0.044
Mus musculus,MAD2L1,protein-coding gene,mitotic arrest deficient 2 like 1,0.044
Mus musculus,MED9,protein-coding gene,mediator complex subunit 9,0.044
Mus musculus,MYO1B,protein-coding gene,myosin IB,0.044
Mus musculus,NRBP1,protein-coding gene,nuclear receptor binding protein 1,0.044
Mus musculus,PCP4L1,protein-coding gene,Purkinje cell protein 4 like 1,0.044
Mus musculus,PDLIM4,protein-coding gene,PDZ and LIM domain 4,0.044
Mus musculus,PPP2R2D,protein-coding gene,protein phosphatase 2 regulatory subunit Bdelta,0.044
Mus musculus,TEX30,protein-coding gene,testis expressed 30,0.044
Mus musculus,THOC7,protein-coding gene,THO complex 7,0.044
Mus musculus,TTYH3,protein-coding gene,tweety family member 3,0.044
Mus musculus,ZIC1,protein-coding gene,Zic family member 1,0.044
Mus musculus,RP23-405M23.1,,,0.044
Mus musculus,ASPH,protein-coding gene,aspartate beta-hydroxylase,0.044
Mus musculus,CCNH,protein-coding gene,cyclin H,0.044
Mus musculus,DNER,protein-coding gene,delta/notch like EGF repeat containing,0.044
Mus musculus,MAPK10,protein-coding gene,mitogen-activated protein kinase 10,0.044
Mus musculus,MRPL49,protein-coding gene,mitochondrial ribosomal protein L49,0.044
Mus musculus,MYO5A,protein-coding gene,myosin VA,0.044
Mus musculus,NSMCE3,protein-coding gene,"NSE3 homolog, SMC5-SMC6 complex component",0.044
Mus musculus,PLLP,protein-coding gene,plasmolipin,0.044
Mus musculus,TMEM59L,protein-coding gene,transmembrane protein 59 like,0.044
Mus musculus,TMEM70,protein-coding gene,transmembrane protein 70,0.044
Mus musculus,TPM2,protein-coding gene,tropomyosin 2,0.044
Mus musculus,VAMP4,protein-coding gene,vesicle associated membrane protein 4,0.044
Mus musculus,AC133896.3,,,0.044
Mus musculus,ARID4A,protein-coding gene,AT-rich interaction domain 4A,0.044
Mus musculus,GJC3,protein-coding gene,gap junction protein gamma 3,0.044
Mus musculus,PTGDS,protein-coding gene,prostaglandin D2 synthase,0.044
Mus musculus,SNHG14,non-coding RNA,small nucleolar RNA host gene 14,0.044
Mus musculus,GPS2,protein-coding gene,G protein pathway suppressor 2,0.044
Mus musculus,IGF1,protein-coding gene,insulin like growth factor 1,0.044
Mus musculus,TMEM97,protein-coding gene,transmembrane protein 97,0.044
Mus musculus,TRNAU1AP,protein-coding gene,tRNA selenocysteine 1 associated protein 1,0.043
Mus musculus,WRB,protein-coding gene,tryptophan rich basic protein,0.043
Mus musculus,CASK,protein-coding gene,calcium/calmodulin dependent serine protein kinase,0.043
