Species,Official gene symbol,Product type,Product description,UI
Homo sapiens,SCAI,protein-coding gene,suppressor of cancer cell invasion,0.001
Homo sapiens,SIGLEC10,protein-coding gene,sialic acid binding Ig like lectin 10,0.001
Homo sapiens,SLC11A2,protein-coding gene,solute carrier family 11 member 2,0.001
Homo sapiens,SLC43A1,protein-coding gene,solute carrier family 43 member 1,0.001
Homo sapiens,SNX22,protein-coding gene,sorting nexin 22,0.001
Homo sapiens,SUPV3L1,protein-coding gene,Suv3 like RNA helicase,0.001
Homo sapiens,TBC1D23,protein-coding gene,TBC1 domain family member 23,0.001
Homo sapiens,TCIRG1,protein-coding gene,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3",0.001
Homo sapiens,TMEM156,protein-coding gene,transmembrane protein 156,0.001
Homo sapiens,TMOD1,protein-coding gene,tropomodulin 1,0.001
Homo sapiens,TRIM10,protein-coding gene,tripartite motif containing 10,0.001
Homo sapiens,TTC38,protein-coding gene,tetratricopeptide repeat domain 38,0.001
Homo sapiens,TUBGCP3,protein-coding gene,tubulin gamma complex associated protein 3,0.001
Homo sapiens,WDHD1,protein-coding gene,WD repeat and HMG-box DNA binding protein 1,0.001
Homo sapiens,YARS2,protein-coding gene,tyrosyl-tRNA synthetase 2,0.001
Homo sapiens,ZBP1,protein-coding gene,Z-DNA binding protein 1,0.001
Homo sapiens,ABRA,protein-coding gene,actin binding Rho activating protein,0.001
Homo sapiens,ABRAXAS1,protein-coding gene,"abraxas 1, BRCA1 A complex subunit",0.001
Homo sapiens,AC000036.1,,,0.001
Homo sapiens,AC002310.6,,,0.001
Homo sapiens,AC003001.1,,,0.001
Homo sapiens,AC003973.2,,,0.001
Homo sapiens,AC004009.3,,,0.001
Homo sapiens,AC004448.4,,,0.001
Homo sapiens,AC004862.1,,,0.001
Homo sapiens,AC005699.1,,,0.001
Homo sapiens,AC005841.2,,,0.001
Homo sapiens,AC006065.4,,,0.001
Homo sapiens,AC006116.8,,,0.001
Homo sapiens,AC006148.2,,,0.001
Homo sapiens,AC006333.2,,,0.001
Homo sapiens,AC006450.2,,,0.001
Homo sapiens,AC006557.1,,,0.001
Homo sapiens,AC007114.2,,,0.001
Homo sapiens,AC007179.2,,,0.001
Homo sapiens,AC007238.1,,,0.001
Homo sapiens,AC007314.1,,,0.001
Homo sapiens,AC007389.1,,,0.001
Homo sapiens,AC007391.1,,,0.001
Homo sapiens,AC007557.2,,,0.001
Homo sapiens,AC007598.1,,,0.001
Homo sapiens,AC007966.1,,,0.001
Homo sapiens,AC008243.1,,,0.001
Homo sapiens,AC008663.2,,,0.001
Homo sapiens,AC008739.1,,,0.001
Homo sapiens,AC009019.1,,,0.001
Homo sapiens,AC009039.1,,,0.001
Homo sapiens,AC009119.3,,,0.001
Homo sapiens,AC009158.1,,,0.001
Homo sapiens,AC009299.3,,,0.001
Homo sapiens,AC009365.1,,,0.001
Homo sapiens,AC009411.1,,,0.001
Homo sapiens,AC009487.1,,,0.001
Homo sapiens,AC010157.1,,,0.001
Homo sapiens,AC010177.1,,,0.001
Homo sapiens,AC010183.2,,,0.001
Homo sapiens,AC010235.1,,,0.001
Homo sapiens,AC010531.4,,,0.001
Homo sapiens,AC010547.3,,,0.001
Homo sapiens,AC010649.1,,,0.001
Homo sapiens,AC010931.3,,,0.001
Homo sapiens,AC011008.1,,,0.001
Homo sapiens,AC011196.1,,,0.001
Homo sapiens,AC011228.1,,,0.001
Homo sapiens,AC011389.1,,,0.001
Homo sapiens,AC011444.2,,,0.001
Homo sapiens,AC011752.1,,,0.001
Homo sapiens,AC011773.3,,,0.001
Homo sapiens,AC011900.1,,,0.001
Homo sapiens,AC012065.5,,,0.001
Homo sapiens,AC012370.2,,,0.001
Homo sapiens,AC012379.2,,,0.001
Homo sapiens,AC012462.1,,,0.001
Homo sapiens,AC012615.6,,,0.001
Homo sapiens,AC013460.1,,,0.001
Homo sapiens,AC013644.1,,,0.001
Homo sapiens,AC013652.2,,,0.001
Homo sapiens,AC015468.3,,,0.001
Homo sapiens,AC015726.2,,,0.001
Homo sapiens,AC015849.1,,,0.001
Homo sapiens,AC015971.1,,,0.001
Homo sapiens,AC016907.2,,,0.001
Homo sapiens,AC018413.1,,,0.001
Homo sapiens,AC018682.1,,,0.001
Homo sapiens,AC018695.3,,,0.001
Homo sapiens,AC018797.2,,,0.001
Homo sapiens,AC019055.1,,,0.001
Homo sapiens,AC020910.4,,,0.001
Homo sapiens,AC021086.1,,,0.001
Homo sapiens,AC021151.1,,,0.001
Homo sapiens,AC021355.1,,,0.001
Homo sapiens,AC021517.1,,,0.001
Homo sapiens,AC021915.1,,,0.001
Homo sapiens,AC022113.1,,,0.001
Homo sapiens,AC022167.5,,,0.001
Homo sapiens,AC022217.2,,,0.001
Homo sapiens,AC022272.1,,,0.001
Homo sapiens,AC022360.2,,,0.001
Homo sapiens,AC022540.1,,,0.001
Homo sapiens,AC022690.2,,,0.001
Homo sapiens,AC022784.7,,,0.001
Homo sapiens,AC022898.1,,,0.001
Homo sapiens,AC023283.1,,,0.001
Homo sapiens,AC023813.1,,,0.001
Homo sapiens,AC023824.5,,,0.001
Homo sapiens,AC023886.1,,,0.001
Homo sapiens,AC024267.4,,,0.001
Homo sapiens,AC024560.3,,,0.001
Homo sapiens,AC024619.1,,,0.001
Homo sapiens,AC024908.1,,,0.001
Homo sapiens,AC025040.1,,,0.001
Homo sapiens,AC025164.2,,,0.001
Homo sapiens,AC025594.2,,,0.001
Homo sapiens,AC025822.1,,,0.001
Homo sapiens,AC026358.1,,,0.001
Homo sapiens,AC026462.3,,,0.001
Homo sapiens,AC026471.3,,,0.001
Homo sapiens,AC026746.1,,,0.001
Homo sapiens,AC027237.3,,,0.001
Homo sapiens,AC027343.1,,,0.001
Homo sapiens,AC036103.1,,,0.001
Homo sapiens,AC040168.1,,,0.001
Homo sapiens,AC061709.1,,,0.001
Homo sapiens,AC066595.1,,,0.001
Homo sapiens,AC067735.1,,,0.001
Homo sapiens,AC067930.6,,,0.001
Homo sapiens,AC068643.2,,,0.001
Homo sapiens,AC068672.2,,,0.001
Homo sapiens,AC069213.1,,,0.001
Homo sapiens,AC069285.1,,,0.001
Homo sapiens,AC069542.1,,,0.001
Homo sapiens,AC073111.1,,,0.001
Homo sapiens,AC073130.1,,,0.001
Homo sapiens,AC073389.1,,,0.001
Homo sapiens,AC073530.1,,,0.001
Homo sapiens,AC073539.1,,,0.001
Homo sapiens,AC078842.2,,,0.001
Homo sapiens,AC078955.1,,,0.001
Homo sapiens,AC079354.1,,,0.001
Homo sapiens,AC079411.1,,,0.001
Homo sapiens,AC079465.1,,,0.001
Homo sapiens,AC079600.3,,,0.001
Homo sapiens,AC079779.3,,,0.001
Homo sapiens,AC079858.1,,,0.001
Homo sapiens,AC080080.1,,,0.001
Homo sapiens,AC080162.1,,,0.001
Homo sapiens,AC084879.1,,,0.001
Homo sapiens,AC087241.3,,,0.001
Homo sapiens,AC087273.2,,,0.001
Homo sapiens,AC087321.1,,,0.001
Homo sapiens,AC087482.1,,,0.001
Homo sapiens,AC090371.2,,,0.001
Homo sapiens,AC090376.1,,,0.001
Homo sapiens,AC090403.1,,,0.001
Homo sapiens,AC090607.3,,,0.001
Homo sapiens,AC090844.2,,,0.001
Homo sapiens,AC090857.2,,,0.001
Homo sapiens,AC090922.1,,,0.001
Homo sapiens,AC090985.1,,,0.001
Homo sapiens,AC091951.2,,,0.001
Homo sapiens,AC092155.1,,,0.001
Homo sapiens,AC092810.3,,,0.001
Homo sapiens,AC092813.1,,,0.001
Homo sapiens,AC092910.3,,,0.001
Homo sapiens,AC093581.1,,,0.001
Homo sapiens,AC093698.2,,,0.001
Homo sapiens,AC093801.1,,,0.001
Homo sapiens,AC093904.3,,,0.001
Homo sapiens,AC093909.4,,,0.001
Homo sapiens,AC096536.1,,,0.001
Homo sapiens,AC096736.2,,,0.001
Homo sapiens,AC097059.1,,,0.001
Homo sapiens,AC097467.3,,,0.001
Homo sapiens,AC097537.1,,,0.001
Homo sapiens,AC098828.2,,,0.001
Homo sapiens,AC098850.3,,,0.001
Homo sapiens,AC099520.1,,,0.001
Homo sapiens,AC099542.2,,,0.001
Homo sapiens,AC100763.1,,,0.001
Homo sapiens,AC100821.2,,,0.001
Homo sapiens,AC100849.2,,,0.001
Homo sapiens,AC103957.1,,,0.001
Homo sapiens,AC104663.1,,,0.001
Homo sapiens,AC104770.1,,,0.001
Homo sapiens,AC104777.1,,,0.001
Homo sapiens,AC104827.1,,,0.001
Homo sapiens,AC105021.1,,,0.001
Homo sapiens,AC105150.1,,,0.001
Homo sapiens,AC105339.1,,,0.001
Homo sapiens,AC105935.1,,,0.001
Homo sapiens,AC106038.1,,,0.001
Homo sapiens,AC106047.1,,,0.001
Homo sapiens,AC106736.1,,,0.001
Homo sapiens,AC106782.1,,,0.001
Homo sapiens,AC108002.3,,,0.001
Homo sapiens,AC108449.2,,,0.001
Homo sapiens,AC108750.1,,,0.001
Homo sapiens,AC108935.1,,,0.001
Homo sapiens,AC109630.1,,,0.001
Homo sapiens,AC110011.1,,,0.001
Homo sapiens,AC112204.2,,,0.001
Homo sapiens,AC113378.1,,,0.001
Homo sapiens,AC113423.2,,,0.001
Homo sapiens,AC116614.1,,,0.001
Homo sapiens,AC117422.1,,,0.001
Homo sapiens,AC117505.1,,,0.001
Homo sapiens,AC123767.1,,,0.001
Homo sapiens,AC123912.2,,,0.001
Homo sapiens,AC124301.2,,,0.001
Homo sapiens,AC131956.2,,,0.001
Homo sapiens,AC133552.1,,,0.001
Homo sapiens,AC134980.1,,,0.001
Homo sapiens,AC136469.2,,,0.001
Homo sapiens,AC138024.1,,,0.001
Homo sapiens,AC138123.3,,,0.001
Homo sapiens,AC138331.1,,,0.001
Homo sapiens,AC138356.3,,,0.001
Homo sapiens,AC138627.1,,,0.001
Homo sapiens,AC138761.4,,,0.001
Homo sapiens,AC209005.1,,,0.001
Homo sapiens,AC234772.1,,,0.001
Homo sapiens,AC245100.4,,,0.001
Homo sapiens,ACR,protein-coding gene,acrosin,0.001
Homo sapiens,ACSS3,protein-coding gene,acyl-CoA synthetase short chain family member 3,0.001
Homo sapiens,ADAM21,protein-coding gene,ADAM metallopeptidase domain 21,0.001
Homo sapiens,ADAM7,protein-coding gene,ADAM metallopeptidase domain 7,0.001
Homo sapiens,ADAMTS17,protein-coding gene,ADAM metallopeptidase with thrombospondin type 1 motif 17,0.001
Homo sapiens,ADCY10,protein-coding gene,adenylate cyclase 10,0.001
Homo sapiens,ADGRD1,protein-coding gene,adhesion G protein-coupled receptor D1,0.001
Homo sapiens,ADGRL3,protein-coding gene,adhesion G protein-coupled receptor L3,0.001
Homo sapiens,ADGRL3-AS1,non-coding RNA,adhesion G protein-coupled receptor L3 antisense RNA 1,0.001
Homo sapiens,ADGRV1,protein-coding gene,adhesion G protein-coupled receptor V1,0.001
Homo sapiens,AF250324.1,,,0.001
Homo sapiens,AGAP1,protein-coding gene,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",0.001
Homo sapiens,AGBL1-AS1,non-coding RNA,AGBL1 antisense RNA 1,0.001
Homo sapiens,AGBL2,protein-coding gene,ATP/GTP binding protein like 2,0.001
Homo sapiens,AGBL3,protein-coding gene,ATP/GTP binding protein like 3,0.001
Homo sapiens,AGPAT4,protein-coding gene,1-acylglycerol-3-phosphate O-acyltransferase 4,0.001
Homo sapiens,AGTPBP1,protein-coding gene,ATP/GTP binding protein 1,0.001
Homo sapiens,AK8,protein-coding gene,adenylate kinase 8,0.001
Homo sapiens,AKR1D1,protein-coding gene,aldo-keto reductase family 1 member D1,0.001
Homo sapiens,AL021396.1,,,0.001
Homo sapiens,AL022068.1,,,0.001
Homo sapiens,AL022323.4,,,0.001
Homo sapiens,AL022725.1,,,0.001
Homo sapiens,AL023284.3,,,0.001
Homo sapiens,AL031283.1,,,0.001
Homo sapiens,AL031666.2,,,0.001
Homo sapiens,AL034347.1,,,0.001
Homo sapiens,AL035078.3,,,0.001
Homo sapiens,AL035252.2,,,0.001
Homo sapiens,AL049651.1,,,0.001
Homo sapiens,AL049830.3,,,0.001
Homo sapiens,AL049869.3,,,0.001
Homo sapiens,AL049875.1,,,0.001
Homo sapiens,AL078459.1,,,0.001
Homo sapiens,AL078590.2,,,0.001
Homo sapiens,AL078623.1,,,0.001
Homo sapiens,AL096870.1,,,0.001
Homo sapiens,AL109924.1,,,0.001
Homo sapiens,AL117192.1,,,0.001
Homo sapiens,AL117332.1,,,0.001
Homo sapiens,AL118506.1,,,0.001
Homo sapiens,AL118508.1,,,0.001
Homo sapiens,AL121809.1,,,0.001
Homo sapiens,AL121832.1,,,0.001
Homo sapiens,AL133371.1,,,0.001
Homo sapiens,AL133485.1,,,0.001
Homo sapiens,AL135744.1,,,0.001
Homo sapiens,AL135905.2,,,0.001
Homo sapiens,AL135923.2,,,0.001
Homo sapiens,AL136084.2,,,0.001
Homo sapiens,AL136301.1,,,0.001
Homo sapiens,AL136311.1,,,0.001
Homo sapiens,AL136439.1,,,0.001
Homo sapiens,AL136967.1,,,0.001
Homo sapiens,AL138830.1,,,0.001
Homo sapiens,AL139220.2,,,0.001
Homo sapiens,AL139237.1,,,0.001
Homo sapiens,AL139237.2,,,0.001
Homo sapiens,AL139274.2,,,0.001
Homo sapiens,AL139420.1,,,0.001
Homo sapiens,AL157373.1,,,0.001
Homo sapiens,AL157401.1,,,0.001
Homo sapiens,AL157938.2,,,0.001
Homo sapiens,AL158801.2,,,0.001
Homo sapiens,AL158837.1,,,0.001
Homo sapiens,AL160287.1,,,0.001
Homo sapiens,AL162394.1,,,0.001
Homo sapiens,AL162511.1,,,0.001
Homo sapiens,AL162872.1,,,0.001
Homo sapiens,AL163051.1,,,0.001
Homo sapiens,AL353572.3,,,0.001
Homo sapiens,AL353651.2,,,0.001
Homo sapiens,AL353743.1,,,0.001
Homo sapiens,AL353743.2,,,0.001
Homo sapiens,AL353811.1,,,0.001
Homo sapiens,AL355592.1,,,0.001
Homo sapiens,AL355989.1,,,0.001
Homo sapiens,AL356020.1,,,0.001
Homo sapiens,AL356022.1,,,0.001
Homo sapiens,AL357060.1,,,0.001
Homo sapiens,AL357558.2,,,0.001
Homo sapiens,AL358215.2,,,0.001
Homo sapiens,AL358781.2,,,0.001
Homo sapiens,AL358975.1,,,0.001
Homo sapiens,AL359643.3,,,0.001
Homo sapiens,AL359853.3,,,0.001
Homo sapiens,AL360268.2,,,0.001
Homo sapiens,AL365277.2,,,0.001
Homo sapiens,AL390198.1,,,0.001
Homo sapiens,AL390730.2,,,0.001
Homo sapiens,AL391597.2,,,0.001
Homo sapiens,AL391811.1,,,0.001
Homo sapiens,AL391863.2,,,0.001
Homo sapiens,AL392046.1,,,0.001
Homo sapiens,AL445238.1,,,0.001
Homo sapiens,AL445465.1,,,0.001
Homo sapiens,AL445488.1,,,0.001
Homo sapiens,AL451007.2,,,0.001
Homo sapiens,AL512384.1,,,0.001
Homo sapiens,AL512625.3,,,0.001
Homo sapiens,AL513548.3,,,0.001
Homo sapiens,AL589987.2,,,0.001
Homo sapiens,AL590542.1,,,0.001
Homo sapiens,AL591846.2,,,0.001
Homo sapiens,AL592486.1,,,0.001
Homo sapiens,AL603840.1,,,0.001
Homo sapiens,AL662789.1,,,0.001
Homo sapiens,AL669831.5,,,0.001
Homo sapiens,AL672043.1,,,0.001
Homo sapiens,AL672167.1,,,0.001
Homo sapiens,AL713851.1,,,0.001
Homo sapiens,AL772284.2,,,0.001
Homo sapiens,ALKBH3-AS1,non-coding RNA,ALKBH3 antisense RNA 1,0.001
Homo sapiens,ALLC,protein-coding gene,allantoicase,0.001
Homo sapiens,ALMS1,protein-coding gene,"ALMS1, centrosome and basal body associated protein",0.001
Homo sapiens,AMN1,protein-coding gene,antagonist of mitotic exit network 1 homolog,0.001
Homo sapiens,ANAPC1,protein-coding gene,anaphase promoting complex subunit 1,0.001
Homo sapiens,ANKAR,protein-coding gene,ankyrin and armadillo repeat containing,0.001
Homo sapiens,ANKEF1,protein-coding gene,ankyrin repeat and EF-hand domain containing 1,0.001
Homo sapiens,ANKMY2,protein-coding gene,ankyrin repeat and MYND domain containing 2,0.001
Homo sapiens,ANKRD31,protein-coding gene,ankyrin repeat domain 31,0.001
Homo sapiens,ANKRD53,protein-coding gene,ankyrin repeat domain 53,0.001
Homo sapiens,AP000346.1,,,0.001
Homo sapiens,AP000442.2,,,0.001
Homo sapiens,AP001001.1,,,0.001
Homo sapiens,AP001160.5,,,0.001
Homo sapiens,AP001205.1,,,0.001
Homo sapiens,AP001282.1,,,0.001
Homo sapiens,AP002001.1,,,0.001
Homo sapiens,AP002833.1,,,0.001
Homo sapiens,AP003171.3,,,0.001
Homo sapiens,AP003396.2,,,0.001
Homo sapiens,AP003465.1,,,0.001
Homo sapiens,AP003721.3,,,0.001
Homo sapiens,AP003730.2,,,0.001
Homo sapiens,AP003774.2,,,0.001
Homo sapiens,AP003781.1,,,0.001
Homo sapiens,AP1AR,protein-coding gene,adaptor related protein complex 1 associated regulatory protein,0.001
Homo sapiens,AP4S1,protein-coding gene,adaptor related protein complex 4 subunit sigma 1,0.001
Homo sapiens,APBB3,protein-coding gene,amyloid beta precursor protein binding family B member 3,0.001
Homo sapiens,APLF,protein-coding gene,aprataxin and PNKP like factor,0.001
Homo sapiens,APOBEC4,protein-coding gene,apolipoprotein B mRNA editing enzyme catalytic polypeptide like 4,0.001
Homo sapiens,AQP7,protein-coding gene,aquaporin 7,0.001
Homo sapiens,ARHGAP26-AS1,non-coding RNA,ARHGAP26 antisense RNA 1,0.001
Homo sapiens,ARHGAP26-IT1,non-coding RNA,ARHGAP26 intronic transcript 1,0.001
Homo sapiens,ARHGEF10L,protein-coding gene,Rho guanine nucleotide exchange factor 10 like,0.001
Homo sapiens,ARHGEF26,protein-coding gene,Rho guanine nucleotide exchange factor 26,0.001
Homo sapiens,ARID3B,protein-coding gene,AT-rich interaction domain 3B,0.001
Homo sapiens,ARL13A,protein-coding gene,ADP ribosylation factor like GTPase 13A,0.001
Homo sapiens,ARL2BPP3,pseudogene,ADP ribosylation factor like GTPase 2 binding protein pseudogene 3,0.001
Homo sapiens,ASNSP1,pseudogene,asparagine synthetase pseudogene 1,0.001
Homo sapiens,ASTE1,protein-coding gene,asteroid homolog 1,0.001
Homo sapiens,ASTN2,protein-coding gene,astrotactin 2,0.001
Homo sapiens,ATG14,protein-coding gene,autophagy related 14,0.001
Homo sapiens,ATG7,protein-coding gene,autophagy related 7,0.001
Homo sapiens,ATP1A4,protein-coding gene,ATPase Na+/K+ transporting subunit alpha 4,0.001
Homo sapiens,ATP8A2,protein-coding gene,ATPase phospholipid transporting 8A2,0.001
Homo sapiens,BACE1,protein-coding gene,beta-secretase 1,0.001
Homo sapiens,BBS12,protein-coding gene,Bardet-Biedl syndrome 12,0.001
Homo sapiens,BBS5,protein-coding gene,Bardet-Biedl syndrome 5,0.001
Homo sapiens,BCKDHB,protein-coding gene,branched chain keto acid dehydrogenase E1 subunit beta,0.001
Homo sapiens,BEND2,protein-coding gene,BEN domain containing 2,0.001
Homo sapiens,BMPR1B,protein-coding gene,bone morphogenetic protein receptor type 1B,0.001
Homo sapiens,BPIFB1,protein-coding gene,BPI fold containing family B member 1,0.001
Homo sapiens,BRAT1,protein-coding gene,BRCA1 associated ATM activator 1,0.001
Homo sapiens,BRINP3,protein-coding gene,BMP/retinoic acid inducible neural specific 3,0.001
Homo sapiens,BTG4,protein-coding gene,BTG anti-proliferation factor 4,0.001
Homo sapiens,BTN2A1,protein-coding gene,butyrophilin subfamily 2 member A1,0.001
Homo sapiens,BX255923.2,,,0.001
Homo sapiens,C10ORF120,protein-coding gene,chromosome 10 open reading frame 120,0.001
Homo sapiens,C11ORF53,protein-coding gene,chromosome 11 open reading frame 53,0.001
Homo sapiens,C12ORF80,other,chromosome 12 open reading frame 80,0.001
Homo sapiens,C15ORF41,protein-coding gene,chromosome 15 open reading frame 41,0.001
Homo sapiens,C15ORF59-AS1,,,0.001
Homo sapiens,C16ORF97,other,chromosome 16 open reading frame 97,0.001
Homo sapiens,C17ORF112,other,chromosome 17 open reading frame 112,0.001
Homo sapiens,C17ORF98,protein-coding gene,chromosome 17 open reading frame 98,0.001
Homo sapiens,C19ORF18,protein-coding gene,chromosome 19 open reading frame 18,0.001
Homo sapiens,C19ORF57,protein-coding gene,chromosome 19 open reading frame 57,0.001
Homo sapiens,C1ORF146,protein-coding gene,chromosome 1 open reading frame 146,0.001
Homo sapiens,C21ORF62-AS1,non-coding RNA,C21orf62 antisense RNA 1,0.001
Homo sapiens,C22ORF31,protein-coding gene,chromosome 22 open reading frame 31,0.001
Homo sapiens,C22ORF42,protein-coding gene,chromosome 22 open reading frame 42,0.001
Homo sapiens,C2CD5,protein-coding gene,C2 calcium dependent domain containing 5,0.001
Homo sapiens,C2ORF69P1,pseudogene,chromosome 2 open reading frame 69 pseudogene 1,0.001
Homo sapiens,C3AR1,protein-coding gene,complement C3a receptor 1,0.001
Homo sapiens,C3ORF84,protein-coding gene,chromosome 3 open reading frame 84,0.001
Homo sapiens,C4ORF36,protein-coding gene,chromosome 4 open reading frame 36,0.001
Homo sapiens,C4ORF51,protein-coding gene,chromosome 4 open reading frame 51,0.001
Homo sapiens,C5ORF46,protein-coding gene,chromosome 5 open reading frame 46,0.001
Homo sapiens,C5ORF60,protein-coding gene,chromosome 5 open reading frame 60,0.001
Homo sapiens,C5ORF63,protein-coding gene,chromosome 5 open reading frame 63,0.001
Homo sapiens,C5ORF64-AS1,non-coding RNA,C5orf64 antisense RNA 1,0.001
Homo sapiens,C6ORF163,protein-coding gene,chromosome 6 open reading frame 163,0.001
Homo sapiens,C6ORF201,protein-coding gene,chromosome 6 open reading frame 201,0.001
Homo sapiens,C7ORF72,,,0.001
Homo sapiens,C8ORF89,protein-coding gene,chromosome 8 open reading frame 89,0.001
Homo sapiens,C9ORF131,protein-coding gene,chromosome 9 open reading frame 131,0.001
Homo sapiens,C9ORF50,protein-coding gene,chromosome 9 open reading frame 50,0.001
Homo sapiens,CABLES2,protein-coding gene,Cdk5 and Abl enzyme substrate 2,0.001
Homo sapiens,CACNA2D3,protein-coding gene,calcium voltage-gated channel auxiliary subunit alpha2delta 3,0.001
Homo sapiens,CAGE1,protein-coding gene,cancer antigen 1,0.001
Homo sapiens,CAHM,non-coding RNA,colon adenocarcinoma hypermethylated,0.001
Homo sapiens,CAMK1D,protein-coding gene,calcium/calmodulin dependent protein kinase ID,0.001
Homo sapiens,CAP1,protein-coding gene,cyclase associated actin cytoskeleton regulatory protein 1,0.001
Homo sapiens,CARTPT,protein-coding gene,CART prepropeptide,0.001
Homo sapiens,CASC23,non-coding RNA,cancer susceptibility 23,0.001
Homo sapiens,CATSPER1,protein-coding gene,cation channel sperm associated 1,0.001
Homo sapiens,CATSPER4,protein-coding gene,cation channel sperm associated 4,0.001
Homo sapiens,CATSPERE,protein-coding gene,catsper channel auxiliary subunit epsilon,0.001
Homo sapiens,CBY3,protein-coding gene,chibby family member 3,0.001
Homo sapiens,CCDC105,protein-coding gene,coiled-coil domain containing 105,0.001
Homo sapiens,CCDC116,protein-coding gene,coiled-coil domain containing 116,0.001
Homo sapiens,CCDC148,protein-coding gene,coiled-coil domain containing 148,0.001
Homo sapiens,CCDC154,protein-coding gene,coiled-coil domain containing 154,0.001
Homo sapiens,CCDC159,protein-coding gene,coiled-coil domain containing 159,0.001
Homo sapiens,CCDC166,protein-coding gene,coiled-coil domain containing 166,0.001
Homo sapiens,CCDC168,protein-coding gene,coiled-coil domain containing 168,0.001
Homo sapiens,CCDC183,protein-coding gene,coiled-coil domain containing 183,0.001
Homo sapiens,CCDC184,protein-coding gene,coiled-coil domain containing 184,0.001
Homo sapiens,CCDC185,protein-coding gene,coiled-coil domain containing 185,0.001
Homo sapiens,CCDC187,protein-coding gene,coiled-coil domain containing 187,0.001
Homo sapiens,CCDC197,protein-coding gene,coiled-coil domain containing 197,0.001
Homo sapiens,CCDC27,protein-coding gene,coiled-coil domain containing 27,0.001
Homo sapiens,CCDC73,protein-coding gene,coiled-coil domain containing 73,0.001
Homo sapiens,CCDC87,protein-coding gene,coiled-coil domain containing 87,0.001
Homo sapiens,CCT8L2,protein-coding gene,chaperonin containing TCP1 subunit 8 like 2,0.001
Homo sapiens,CD163,protein-coding gene,CD163 molecule,0.001
Homo sapiens,CDC14A,protein-coding gene,cell division cycle 14A,0.001
Homo sapiens,CDC25C,protein-coding gene,cell division cycle 25C,0.001
Homo sapiens,CDH18,protein-coding gene,cadherin 18,0.001
Homo sapiens,CDK13,protein-coding gene,cyclin dependent kinase 13,0.001
Homo sapiens,CDK14,protein-coding gene,cyclin dependent kinase 14,0.001
Homo sapiens,CDK8,protein-coding gene,cyclin dependent kinase 8,0.001
Homo sapiens,CDRT15,protein-coding gene,CMT1A duplicated region transcript 15,0.001
Homo sapiens,CDRT15L2,protein-coding gene,CMT1A duplicated region transcript 15 like 2,0.001
Homo sapiens,CDRT15P2,pseudogene,CMT1A duplicated region transcript 15 pseudogene 2,0.001
Homo sapiens,CELF2-AS1,non-coding RNA,CELF2 antisense RNA 1,0.001
Homo sapiens,CEP164P1,pseudogene,centrosomal protein 164 pseudogene 1,0.001
Homo sapiens,CEP295,protein-coding gene,centrosomal protein 295,0.001
Homo sapiens,CFAP206,protein-coding gene,cilia and flagella associated protein 206,0.001
Homo sapiens,CFAP44-AS1,non-coding RNA,CFAP44 antisense RNA 1,0.001
Homo sapiens,CHEK2P2,pseudogene,checkpoint kinase 2 pseudogene 2,0.001
Homo sapiens,CHN2,protein-coding gene,chimerin 2,0.001
Homo sapiens,CLCA2,protein-coding gene,chloride channel accessory 2,0.001
Homo sapiens,CLK2P1,pseudogene,"CDC like kinase 2, pseudogene 1",0.001
Homo sapiens,CLTCL1,protein-coding gene,clathrin heavy chain like 1,0.001
Homo sapiens,CLYBL-AS1,non-coding RNA,CLYBL antisense RNA 1,0.001
Homo sapiens,CMTR2,protein-coding gene,cap methyltransferase 2,0.001
Homo sapiens,CNBD1,protein-coding gene,cyclic nucleotide binding domain containing 1,0.001
Homo sapiens,CNNM1,protein-coding gene,cyclin and CBS domain divalent metal cation transport mediator 1,0.001
Homo sapiens,COLCA1,other,colorectal cancer associated 1,0.001
Homo sapiens,COMP,protein-coding gene,cartilage oligomeric matrix protein,0.001
Homo sapiens,COQ6,protein-coding gene,"coenzyme Q6, monooxygenase",0.001
Homo sapiens,COX6B2,protein-coding gene,cytochrome c oxidase subunit 6B2,0.001
Homo sapiens,CPXCR1,protein-coding gene,"CPX chromosome region, candidate 1",0.001
Homo sapiens,CPXM2,protein-coding gene,"carboxypeptidase X, M14 family member 2",0.001
Homo sapiens,CRY1,protein-coding gene,cryptochrome circadian regulator 1,0.001
Homo sapiens,CSE1L-AS1,non-coding RNA,CSE1L antisense RNA 1,0.001
Homo sapiens,CSMD1,protein-coding gene,CUB and Sushi multiple domains 1,0.001
Homo sapiens,CSNK1G2-AS1,non-coding RNA,CSNK1G2 antisense RNA 1,0.001
Homo sapiens,CST8,protein-coding gene,cystatin 8,0.001
Homo sapiens,CT47B1,protein-coding gene,"cancer/testis antigen family 47, member B1",0.001
Homo sapiens,CTAGE1,protein-coding gene,cutaneous T cell lymphoma-associated antigen 1,0.001
Homo sapiens,CTCFL,protein-coding gene,CCCTC-binding factor like,0.001
Homo sapiens,CTNNA3,protein-coding gene,catenin alpha 3,0.001
Homo sapiens,CXORF58,protein-coding gene,chromosome X open reading frame 58,0.001
Homo sapiens,CXORF66,protein-coding gene,chromosome X open reading frame 66,0.001
Homo sapiens,CYP11A1,protein-coding gene,cytochrome P450 family 11 subfamily A member 1,0.001
